,year,day,time,play,park
0,2018,06.01(금),18:30,넥센1vs3LG,잠실
1,2018,06.02(토),17:00,넥센6vs10LG,잠실
2,2018,06.03(일),17:00,넥센0vs8LG,잠실
3,2018,06.05(화),18:30,한화3vs7LG,잠실
4,2018,06.06(수),14:00,한화5vs1LG,잠실
5,2018,06.07(목),18:30,한화5vs6LG,잠실
6,2018,06.08(금),18:30,LG9vs5삼성,대구
7,2018,06.09(토),17:00,LG6vs0삼성,대구
8,2018,06.10(일),17:00,LG3vs12삼성,대구
9,2018,06.12(화),18:30,LG4vs8NC,마산
10,2018,06.13(수),18:30,LG3vs6NC,마산
11,2018,06.14(목),18:30,LG7vs11NC,마산
12,2018,06.15(금),18:30,KIA3vs4LG,잠실
13,2018,06.16(토),17:00,KIA3vs4LG,잠실
14,2018,06.17(일),17:00,KIA6vs9LG,잠실
15,2018,06.19(화),18:30,LG4vs0한화,청주
16,2018,06.20(수),18:30,LG7vs11한화,청주
17,2018,06.21(목),18:30,LG6vs9한화,청주
18,2018,06.22(금),18:30,롯데1vs2LG,잠실
19,2018,06.23(토),17:00,롯데8vs18LG,잠실
20,2018,06.24(일),17:00,롯데2vs2LG,잠실
21,2018,06.27(수),18:30,KT2vs7LG,잠실
22,2018,06.29(금),18:30,LG1vs10SK,문학
23,2018,06.30(토),17:00,LG3vs6SK,문학
24,2018,07.03(화),18:30,NC13vs6LG,잠실
25,2018,07.04(수),18:30,NC3vs13LG,잠실
26,2018,07.05(목),18:30,NC5vs3LG,잠실
27,2018,07.06(금),18:30,LG4vs13KIA,광주
28,2018,07.07(토),18:00,LG13vs10KIA,광주
29,2018,07.08(일),18:00,LG8vs1KIA,광주
30,2018,07.10(화),18:30,SK10vs3LG,잠실
31,2018,07.11(수),18:30,SK1vs3LG,잠실
32,2018,07.12(목),18:30,SK7vs4LG,잠실
33,2018,07.17(화),18:30,LG9vs3넥센,고척
34,2018,07.18(수),18:30,LG8vs7넥센,고척
35,2018,07.19(목),18:30,LG8vs3넥센,고척
36,2018,07.20(금),18:30,두산5vs4LG,잠실
37,2018,07.21(토),18:00,두산17vs10LG,잠실
38,2018,07.22(일),18:00,두산6vs1LG,잠실
39,2018,07.24(화),18:30,삼성11vs1LG,잠실
40,2018,07.25(수),18:30,삼성1vs0LG,잠실
41,2018,07.26(목),18:30,삼성5vs7LG,잠실
42,2018,07.27(금),18:30,LG7vs9KT,수원
43,2018,07.28(토),18:00,LG10vs11KT,수원
44,2018,07.29(일),18:00,LG7vs4KT,수원
45,2018,07.31(화),18:30,LG2vs6두산,잠실
46,2018,08.01(수),18:30,LG8vs14두산,잠실
47,2018,08.02(목),18:30,LG5vs6두산,잠실
48,2018,08.04(토),18:00,SK9vs2LG,잠실
49,2018,08.05(일),18:00,SK12vs3LG,잠실
50,2018,08.07(화),18:30,LG3vs4롯데,울산
51,2018,08.08(수),18:30,LG1vs2롯데,울산
52,2018,08.09(목),18:30,삼성9vs6LG,잠실
53,2018,08.10(금),18:30,삼성10vs12LG,잠실
54,2018,08.11(토),18:00,LG8vs13넥센,고척
55,2018,08.12(일),18:00,LG3vs11넥센,고척
56,2018,08.14(화),18:30,LG8vs14KIA,광주
57,2018,08.15(수),18:00,LG13vs4KIA,광주
58,2018,08.16(목),18:30,LG14vs3SK,문학
59,2018,09.04(화),18:30,LG3vs4KT,수원
60,2018,09.05(수),18:30,LG4vs3KT,수원
61,2018,09.06(목),18:30,NC3vs6LG,잠실
62,2018,09.07(금),18:30,NC11vs1LG,잠실
63,2018,09.08(토),17:00,한화1vs5LG,잠실
64,2018,09.09(일),14:00,한화5vs8LG,잠실
65,2018,09.11(화),18:30,넥센3vs1LG,잠실
66,2018,09.12(수),18:30,넥센4vs5LG,잠실
67,2018,09.13(목),18:30,LG6vs5삼성,대구
68,2018,09.14(금),18:30,LG1vs6삼성,대구
69,2018,09.15(토),17:00,LG12vs4한화,대전
70,2018,09.16(일),14:00,LG1vs5한화,대전
71,2018,09.18(화),18:30,롯데4vs1LG,잠실
72,2018,09.19(수),18:30,롯데15vs11LG,잠실
73,2018,09.20(목),18:30,두산9vs3LG,잠실
74,2018,09.21(금),18:30,두산10vs3LG,잠실
75,2018,09.22(토),17:00,KT6vs1LG,잠실
76,2018,09.23(일),14:00,KT4vs5LG,잠실
77,2018,09.25(화),14:00,LG7vs16SK,문학
78,2018,09.26(수),14:00,LG2vs5SK,문학
79,2018,09.27(목),18:30,KIA1vs9LG,잠실
80,2018,09.28(금),18:30,KIA6vs2LG,잠실
81,2018,09.29(토),17:00,LG8vs9두산,잠실
82,2018,09.30(일),14:00,LG1vs7두산,잠실
